Starting Cosine-based Knowledge Transfer...
Successfully applied backbone weights for Image task.
Task 0 | Backbone 9 | Epoch 1/20 | Loss: 36.2878 | Accuracy: 0.9480
  - Sample 22: True Label=0, Predicted Label=1
  - Sample 20: True Label=0, Predicted Label=2
  - Sample 23: True Label=2, Predicted Label=0
  - Sample 21: True Label=0, Predicted Label=2
------------------------------------------------------------
✅ Task 5 Correct Predictions:
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 2: True Label=1, Predicted Label=1
  - Sample 3: True Label=1, Predicted Label=1
  - Sample 5: True Label=2, Predicted Label=2
❌ Task 5 Incorrect Predictions:
  - Sample 0: True Label=2, Predicted Label=1
  - Sample 4: True Label=1, Predicted Label=2
  - Sample 7: True Label=0, Predicted Label=2
  - Sample 10: True Label=1, Predicted Label=2
------------------------------------------------------------
✅ Task 6 Correct Predictions:
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 4: True Label=1, Predicted Label=1
  - Sample 7: True Label=1, Predicted Label=1
  - Sample 12: True Label=1, Predicted Label=1
❌ Task 6 Incorrect Predictions:
  - Sample 0: True Label=2, Predicted Label=0
  - Sample 2: True Label=2, Predicted Label=1
  - Sample 3: True Label=0, Predicted Label=2
  - Sample 5: True Label=2, Predicted Label=1
------------------------------------------------------------
✅ Task 7 Correct Predictions:
  - Sample 1: True Label=1, Predicted Label=1
  - Sample 3: True Label=0, Predicted Label=0
  - Sample 4: True Label=1, Predicted Label=1
  - Sample 6: True Label=2, Predicted Label=2
❌ Task 7 Incorrect Predictions:
  - Sample 0: True Label=1, Predicted Label=2
  - Sample 2: True Label=2, Predicted Label=1
  - Sample 5: True Label=1, Predicted Label=2
  - Sample 7: True Label=0, Predicted Label=1
------------------------------------------------------------
✅ Task 8 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=2, Predicted Label=2
  - Sample 2: True Label=0, Predicted Label=0
  - Sample 4: True Label=2, Predicted Label=2
❌ Task 8 Incorrect Predictions:
  - Sample 3: True Label=1, Predicted Label=0
  - Sample 6: True Label=1, Predicted Label=2
  - Sample 7: True Label=1, Predicted Label=2
  - Sample 9: True Label=0, Predicted Label=2
------------------------------------------------------------
✅ Task 9 Correct Predictions:
  - Sample 0: True Label=0, Predicted Label=0
  - Sample 3: True Label=0, Predicted Label=0
  - Sample 8: True Label=1, Predicted Label=1
  - Sample 10: True Label=1, Predicted Label=1
❌ Task 9 Incorrect Predictions:
  - Sample 1: True Label=2, Predicted Label=0
  - Sample 2: True Label=0, Predicted Label=1
  - Sample 4: True Label=1, Predicted Label=0
  - Sample 5: True Label=2, Predicted Label=0
------------------------------------------------------------
✅ Task 10 Correct Predictions:
  - Sample 0: True Label=2, Predicted Label=2
  - Sample 1: True Label=0, Predicted Label=0
  - Sample 3: True Label=1, Predicted Label=1
  - Sample 6: True Label=1, Predicted Label=1
❌ Task 10 Incorrect Predictions:
  - Sample 2: True Label=2, Predicted Label=1
  - Sample 4: True Label=2, Predicted Label=1
  - Sample 5: True Label=2, Predicted Label=1
  - Sample 7: True Label=2, Predicted Label=1
------------------------------------------------------------
✅ Task 11 Correct Predictions:
  - Sample 3: True Label=0, Predicted Label=0
  - Sample 5: True Label=0, Predicted Label=0
  - Sample 9: True Label=2, Predicted Label=2
  - Sample 12: True Label=1, Predicted Label=1
❌ Task 11 Incorrect Predictions:
  - Sample 0: True Label=2, Predicted Label=1
  - Sample 1: True Label=1, Predicted Label=0
  - Sample 2: True Label=0, Predicted Label=1
  - Sample 4: True Label=1, Predicted Label=2
------------------------------------------------------------
